codigo eusan;nombre cliente;nombre del producto;nombre del estante;codigo de barras
2-1-0-5750;PLASTICOS MODERNOS S.A;7020ZF - Bolsa Transparente 78.5cm x 125cm  ;;19822
2-1-0-5858;PLASTICOS MODERNOS S.A;7044ZF - Bolsa Transparente 73 x 180cm ;;20306
2-1-0-778;PLASTICOS MODERNOS S.A;7002ZF - Bolsa Transparente 130 x 180cm ;;20619
2-1-0-1156;PLASTICOS MODERNOS S.A;7027ZF - Bolsa Transparente 18 X 90cm;;21043
2-1-0-6061;PLASTICOS MODERNOS S.A;7045ZF - Bolsa Transparente 69 x 95 x 28.5cm;;21247
2-1-0-6396;PLASTICOS MODERNOS S.A;7007ZF - Bolsa Transparente 53 x 57cm;;22773
2-1-0-6498;PLASTICOS MODERNOS S.A;7039ZF - Bolsa Transparente 45 x 195cm ;;23156
2-1-0-6497;PLASTICOS MODERNOS S.A;7043ZF - Bolsa Transparente 83 x 180cm ;;23213
2-1-0-6700;PLASTICOS MODERNOS S.A;7042ZF - Bolsa Transparente 54 x 195cm Con fuelle lateral 8cm;;24155
2-1-0-1157;PLASTICOS MODERNOS S.A;7003ZF - Bolsa Transparente 100 X 180cm.;;24297
2-1-0-7243;PLASTICOS MODERNOS S.A;7004ZF - Bolsa Transparente 85 x 110cm x 2.5mls;;26438
2-1-0-7775;PLASTICOS MODERNOS S.A;7040ZF - Bolsa Transparente 45 x 150cm ;;28237
6-10-0-7184;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;BOBINA TRANSPARENTE 49.5cm;;26125
2-1-0-7352;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina101cm / Fuelles 20cm / 65Âµ 29320 ;;26935
2-1-0-7353;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 74cm / Fuelle 22cm / 60Âµ /  COD29359;;26936
2-1-0-7355;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 125cm / Fuelles 30cm / 70Âµ / Cod29319;;26945
2-1-0-7357;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 84cm / Fuelle 33cm / 45Âµ / cod 29300;;26949
2-1-0-7358;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 84cm / Fuelle 33cm / 45Âµ / cod 29302;;26950
2-1-0-7360;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 84cm / Fuelle 33cm / 45Âµ / cod 29301;;26951
2-1-0-7361;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 80cm / Fuelles 25cm / 40Âµ / Cod29303;;26954
2-2-0-7362;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 100cm / Fuelles 25cm / 70Âµ 29305 Pigm Rojo ;;26957
2-1-0-7363;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina Lamina 76cm / 75Âµ / Cod 29356;;26959
2-1-0-7365;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina Lamina 77cm / 75Âµ / Cod 29316;;26961
2-1-0-7366;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina Lamina 73cm / 75Âµ / Cod 29355;;26962
2-1-0-7367;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina Lamina 56cm / 75Âµ / Cod 29354;;26963
2-1-0-7368;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina Lamina 80cm / 70Âµ / Cod 29329;;26965
2-1-0-7370;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina Lamina 72cm / 75Âµ / Cod 29261;;26969
2-1-0-7371;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina Lamina 76cm / 75Âµ / Cod 29262;;26970
2-1-0-7372;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina Lamina 75cm / 75Âµ / Cod 29263;;26971
2-1-0-7373;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina Lamina 68cm / 30Âµ / Cod 29330;;26972
2-1-0-7375;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina Lamina 114cm / 40Âµ / Cod 29347;;26973
2-1-0-7449;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina lamina 56cm / 75Âµ / Cod 29363;;27160
2-1-0-7450;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 54cm / 75Âµ / Cod 29362;;27161
2-1-0-7451;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 73cm / 75Âµ / Cod 29360;;27162
2-1-0-7452;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 78cm / 65Âµ / Cod 29385;;27163
2-1-0-7453;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 80cm / 75 Âµ / Cod 29401;;27164
2-1-0-7454;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Lamina Enfarde 95cm / 75Âµ / Cod 29345;;27165
2-1-0-7455;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Lamina Enfarde 118cm / 75Âµ / Cod 29344;;27166
2-1-0-7456;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 92cm / 75Âµ / Cod 29416;;27167
2-2-0-7457;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 50cm / Fuelle 19cm / 60Âµ / Cod 29239;;27168
2-1-0-7458;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA; Lamina Enfarde 112cm / 75Âµ / Cod 1749;;27172
2-1-0-7521;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina ancho 124cm / Fuelle 41cm / 35Âµ Cod29446;;27389
2-1-0-7533;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina termoencogible 110cm / 70Âµ ;;27469
2-1-0-7534;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina Termoencogible 85cm / 75Âµ;;27470
2-1-0-7541;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 65cm / 65 Âµ / Cod 29386;;27495
2-1-0-7542;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 51cm / 65Âµ / Cod29369;;27496
2-1-0-7543;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 79cm / 65 Âµ / Cod 29324;;27497
2-1-0-7544;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 72cm / 65Âµ / Cod 29323;;27498
2-1-0-7545;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 77cm / 65Âµ / Cod29387;;27499
2-1-0-7546;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 49cm / 65Âµ / Cod 29391;;27500
2-2-0-7611;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina lamina 53cm blanco / 60Âµ / Cod 29436;;27696
2-2-0-7612;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 50cm blanco / Fuelle 19cm / 60Âµ / Cod 29493;;27697
2-2-0-7615;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 62cm Blanco / Fuelle 24cm / 60Âµ / Cod 29492;;27698
2-1-0-7617;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 74cm Transp / Fuelles 22cm / Cod 29450 ;;27700
2-1-0-7618;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 50.8cm transp / Fuelles 23cm / 38Âµ/ Cod 29470;;27701
2-1-0-7620;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 54cm Transp / Fuelle 21.6cm / 38Âµ / Cod 29473;;27702
2-1-0-7621;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 48cm Transp / 65Âµ / Cod 29448;;27703
2-1-0-7622;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina Lamina 73cm / 75Âµ / Cod 29449;;27704
2-1-0-7623;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 68cm transp / 33Âµ / Cod 29477;;27705
2-1-0-7624;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobinas de 133cm / 40Âµ / Cod 29462;;27706
2-1-0-7625;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 72cm Transp / Fuelle 25cm / 70Â­Âµ / Cod 29516;;27708
2-1-0-7627;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina transp 144cm / 45Âµ / Cod 29510;;27722
2-1-0-7628;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 112cm transp / 80Âµ / Cod 29506;;27723
2-1-0-7629;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 102cm transp / 80Âµ / Cod 29505;;27724
2-1-0-7630;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 108cm Transp / 75Âµ / Cod 29498;;27725
2-1-0-7631;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 78cm transp / 70Âµ / Cod 29508;;27726
2-2-0-7632;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 130cm Champagne / 60Âµ / Cod 29496;;27727
2-2-0-7633;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 113cm Champagne / 60Âµ / Cod 29495;;27728
2-2-0-7634;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 90cm Champagne / 50Âµ / Cod 29494;;27730
2-2-0-7635;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 88cm Blanco / 35Âµ / Cod 29502;;27731
2-2-0-7636;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 78cm blanco / 60Âµ / Cod 29512;;27732
2-2-0-7676;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 128cm / 75Âµ / Cod 29527;;27903
2-2-0-7677;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 128cm/ 60Âµ / Cod 29518;;27904
2-1-0-7693;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina termoencogible 86cm / 70Âµ / Cod 29392;;27978
2-1-0-7695;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina termoencogible 76cm / 65Âµ / Cod 39875;;27979
2-1-0-7694;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina termoencogible 82cm / 80Âµ / Cod 29561;;27980
2-1-0-7696;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 101cm / Fuelles 20cm / 65Âµ / Cod 29537;;27981
2-1-0-7705;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina termoencogible 90cm / 45Âµ / Cod 29551;;27982
2-1-0-7697;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 125cm / Fuelles 30cm / 70Âµ / Cod 29536;;27983
2-1-0-7699;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 68cm / 35Âµ / Cod 29567;;27984
2-1-0-7698;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 77cm / Fuelles 23cm / 70Âµ / Cod 29535;;27985
2-1-0-7701;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 68cm / 50Âµ / Cod 29562;;27986
2-1-0-7702;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 51cm / 75Âµ / Cod 29568;;27987
2-1-0-7703;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 61cm / 60Âµ / Cod 29573;;27988
2-1-0-7704;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 61cm / 50Âµ / Cod 29559;;27989
2-1-0-7737;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 70cm Termoencogible / 55Âµ / Cod 29576;;28074
2-1-0-7738;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 120cm Termoencogible / 55Âµ / Cod 29577;;28075
2-1-0-7739;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 120cm / Fuelles 16.5cm / Cod 29587;;28076
2-1-0-7740;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 54cm  / Fuelles 21.6cm / 37Âµ / Cod 29474;;28077
2-1-0-7741;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 50.8cm / Fuelle 23cm / 37Âµ / Cod29471;;28078
2-1-0-7742;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 70cm Blanco / 25Âµ / Cod29540;;28079
2-1-0-7743;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 96cm Blanco / 75Âµ / Cod29546;;28080
2-1-0-7744;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 61cm / 35Âµ / Cod29538;;28084
2-1-0-7746;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobinas 120cm / 50Âµ / Cod29615;;28096
2-1-0-7747;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobinas 145cm Termoencogible / 50Âµ/ Cod29614;;28099
2-1-0-7748;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 133cm Termoencogible / 40Âµ /Cod29611;;28104
2-1-0-7749;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 134cm Termoencogible / 50Âµ / Cod29605;;28108
2-1-0-7750;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 85cm Termoencogible / 75Âµ / Cod 29604;;28110
2-1-0-7751;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 92cm Termoencogible / 80Âµ /  Cod29606;;28111
2-1-0-7752;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 76cm Termoencogible / 65Âµ / Cod 29609;;28112
2-2-0-7764;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Lamina 60cm Pig negro / 120Âµ / Cod 29619;;28132
2-1-0-7809;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 72cm / 65Âµ Termo ;;28300
2-1-0-7819;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 76cm Termoencogible / 65Âµ / Cod 29618;;28365
2-1-0-7844;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina lamina 51cm / 65Âµ / Cod 29657 Termo;;28482
2-1-0-7843;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina lamina 51cm / 65Âµ / Cod 29658 Termo;;28483
2-1-0-7842;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 84cm / Fuelles 33cm / 45Âµ / Cod 29647;;28484
2-1-0-7841;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 74cm / Fuelles 22cm / 60Âµ / Cod 29635;;28485
2-1-0-7850;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 76cm / 65Âµ / Cod 29645 Termo;;28486
2-1-0-7849;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina lamina 49cm / 65Âµ / Cod29665 Termo;;28487
2-1-0-7845;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobinas 72cm / Fuelles 25cm /  70Âµ / Cod29672;;28488
2-2-0-7846;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobinas 100cm / Fuelles 25cm / 70Âµ / Cod 29628 Roja;;28489
2-2-0-7848;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina lamina bco 60cm / 45Âµ / Cod 29603;;28490
2-1-0-7847;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina tubo 54cm / 35Âµ / Cod 29669;;28491
2-1-0-7880;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 125cm Transparente / Fuelles 30cm /  70Âµ / Cod29690;;28589
2-1-0-7881;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina 101cm / Fuelles 20cm/ 65Âµ / Cod29691;;28590
2-3-0-7882;PLASTIPOL DE COSTA RICA R V SOCIEDAD ANONIMA;Bobina AD 70cm / Fuelles 18.5cm / 25Âµ / Cod 29689;;28591
6-0-0-4201;POLICANE;BOLSA DOY  PACK JUGO DE CAÑA GRANULADO EN ESPAÃ‘OL COD 7443032810019;;12950
6-0-0-4202;POLICANE;BOLSA DOY PACK JUGO DE CAÑA GRANULADO EN INGLES COD 7443032810019;;12952
6-39-0-6422;POLICANE;DOY PACK POLICANE 454 GRS BI LAMINADO COOPE VICTORIA;;23001
6-39-0-6425;POLICANE;DOY PACK POLICANE 454 GRS BI LAMINADO AZUCARERA EL VIEJO;;23016
2-1-0-5188;PORCINA CERHIMA LIMITADA;BOLSA PEBD TRANS LISA 17 X 25;;17123
2-1-0-5186;PORCINA CERHIMA LIMITADA;BOLSA PEBD TRANS LISA 43 X 30;;17124
2-1-0-5187;PORCINA CERHIMA LIMITADA;BOLSA PEBD TRANS LISA 22.5  +8  +8  x 28;;17185
2-1-0-5243;PORCINA CERHIMA LIMITADA;BOLSA PEBD TRANS LISA 43 X 30 x 2mls;;17465
2-1-0-5244;PORCINA CERHIMA LIMITADA;BOLSA PEBD TRANS LISA 22.5  +8  +8  x 28 x 2 mls;;17466
2-1-0-5278;PORCINA CERHIMA LIMITADA;BOLSA PEBD TRANS LISA 17 X 25 x 2;;17624
4-1-0-5279;PORCINA CERHIMA LIMITADA;BOLSA 9 X 10  x 1 LOGO CONTINUO;;17752
4-1-0-5280;PORCINA CERHIMA LIMITADA;BOLSA 10 X 20  X 1 LOGO CONTINUO;;17753
4-2-0-5290;PORCINA CERHIMA LIMITADA;BOLSA  IMPRESA MANIGUETA  MEDIANA;;17760
4-2-0-5291;PORCINA CERHIMA LIMITADA;BOLSA IMPRESA MANIGUETA GRANDE;;17761
4-2-0-5292;PORCINA CERHIMA LIMITADA;BOLSA IMPRESA MANIGUETA PEQUENA;;17762
2-0-0-4068;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;BOLSA 35 X 51.5/ COD 158463;;12121
2-0-0-4067;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;BOLSA 32 X 79/ COD138366;;12122
2-0-0-4066;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;bolsa 13 x 25/ COD 138267;;12123
2-0-0-4065;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;lamina 40 x 60/ COD 138265;;12124
2-0-0-4063;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;bolsa 40 x 83/ cod 138254;;12125
2-0-0-4064;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;bolsa 30 x 35/ COD 138260;;12126
2-0-0-4062;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;bolsa 46 x 52 / cod 138253;;12127
2-2-0-4778;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;bolsa 13 x 25/ COD 138267;;15235
2-2-0-4779;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;BOLSA 32 X 79/ COD138366;;15236
2-2-0-4780;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;BOLSA 35 X 51.5/ COD 158463;;15237
2-2-0-4781;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;lamina 40 x 60/ COD 138265;;15238
2-2-0-4777;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;bolsa 30 x 35/ COD 138260;;15239
2-2-0-4776;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;bolsa 46 x 52 / cod 138253;;15240
2-2-0-4775;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;bolsa 40 x 83/ cod 138254;;15241
2-1-0-4782;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;Bolsa Basura 100 x 175 x 3.5/ cod 138346;;15242
2-1-0-4786;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;BOLSA 46 X 51 TRANS/ COD  206816;;15362
2-1-0-4814;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;BOLSA 24.6X34 TRANS/ COD  210902;;15504
2-1-0-4931;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;lamina de prueba 80cm x 59cm;;15893
2-1-0-5082;PREMEZCLAS INDUSTRIALES PARA PANADERÃA S.A.;BOLSA 24.6X34 TRANS/ COD  210902;;16475
2-4-0-1163;PRISCILLA DE LOS ANGELES AGUIRRE JIMENEZ;Bolsa Bopp 32 X 46.5cm;;23531
2-4-0-1164;PRISCILLA DE LOS ANGELES AGUIRRE JIMENEZ;Bolsa Bopp 23.5 X 33cm ;;23532
4-1-0-2432;PROCESADORA JINCA S.A ;BOLSA FRIJOL NEGRO MR BEAN 800G;;11883
2-0-1-129;PROCESADORA JINCA S.A ;BOLSA COLECTIVA PEQUEÃ‘A;;12743
6-10-0-1965;PROCESADORA TIERRA FERTIL SA;BOLSA GARBANZOS 400G;;13013
4-0-0-2592;PRODUCTO LA ANTIOQUEÃ‘A;AREPAS DE MAIZ BLANCO;;15387
4-1-0-1443;PRODUCTO LA ANTIOQUEÃ‘A;AREPAS DE MAIZ AMARILLO;;23908
4-1-0-4244;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;BOLSA TROZOS DE PAPAYA;;13161
4-0-0-4276;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;BOLSA YUCA EL SEMBRADOR 4 LB;;13318
4-3-0-4293;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;BOLSA TROZO DE MANGO14 OZ;;13326
4-1-0-4337;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO GOYA;;13589
4-1-0-4383;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;BOLSA YUCA EL SEMBRADOR 4 LB;;13765
4-1-0-4400;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;YUCA RALLADA  2 LB;;13829
4-1-0-4495;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;14178
4-1-0-4471;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO GOYA;;14100
4-1-0-4525;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;14269
4-1-0-4517;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO GOYA;;14350
4-1-0-4554;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;14450
4-1-0-4642;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;BOLSA YUCA EL SEMBRADOR 4 LB;;14726
4-1-0-4669;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;14845
4-1-0-4657;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO GOYA;;14867
4-1-0-4760;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;BOLSA YUCA EL SEMBRADOR 4 LB;;15188
4-1-0-4856;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;15512
4-1-0-4928;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;15771
4-1-0-4930;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;BOLSA YUCA EL SEMBRADOR 4 LB;;15789
4-1-0-4998;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;16185
4-1-0-5130;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO GOYA;;16771
4-1-0-5154;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;16858
4-1-0-5159;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;BOLSA YUCA EL SEMBRADOR 4 LB;;16875
4-1-0-5206;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;17294
4-3-0-5207;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;BOLSA TROZO DE MANGO14 OZ;;17295
4-1-0-5208;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;BOLSA TROZOS DE PAPAYA;;17296
4-1-0-5366;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO GOYA;;17973
4-1-0-5489;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO GOYA;;18636
4-1-0-5533;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;18775
4-1-0-5697;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;19556
4-1-0-5770;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;19892
4-1-0-5792;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO GOYA;;19988
4-1-0-5852;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;20233
4-1-0-5973;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;20839
4-1-0-6080;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;21302
4-1-0-6312;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;22408
4-1-0-6341;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;22550
4-1-0-6455;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;BOLSA YUCA EL SEMBRADOR 4 LB;;23028
4-1-0-6473;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;BOLSA YUCA EL SEMBRADOR 4 LB;;23073
4-1-0-6474;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;23074
4-1-0-6509;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;23249
4-1-0-6641;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;BOLSA YUCA EL SEMBRADOR 4 LB;;23977
4-1-0-6664;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;23978
4-1-0-6720;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;24290
4-1-0-6980;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;25296
4-1-0-7022;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;25532
4-1-0-7117;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;25893
4-1-0-7304;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;26717
4-1-0-7822;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;28424
4-1-0-8055;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;HOJA DE PLATANO ;;29224
1-1-0-8057;PRODUCTOS AGROPECUARIOS MAMIRMI S.A;prueba hoja de platano;;29228
